"Wavelength","Fluorescein (FITC) EM","EYFP EM","mOrange EM","Kaede (Red) EM","Kaede (Red) EX","CFP EX","CFP EM","EYFP EX","mOrange EX","Pacific Blue EX","Pacific Blue EM","Fluorescein (FITC) EX","APC (allophycocyanin) AB","APC (allophycocyanin) EM","PerCP-Cy5.5 AB","PerCP-Cy5.5 EM","APC/Cy7 EX","APC/Cy7 EM"
481,,,,,0.3051,,0.9964,0.3328,0.1572,0.0012,0.6038,0.5779,0.0113,,0.9849,,0.03
482,,,,,0.3097,,0.9928,0.3429,0.1618,0.0009,0.587,0.5975,0.0116,,0.9876,,0.03
483,,,,,0.3138,,0.9871,0.3524,0.1667,0.001,0.5703,0.6249,0.0119,,0.9903,,0.03
484,,0.0017,,,0.3159,,0.9814,0.3622,0.171,0.002,0.553,0.65,0.0122,,0.9917,,0.03
485,0.0379,0.0018,,,0.3235,,0.9761,0.366,0.1767,0.0013,0.5363,0.6789,0.0126,,0.9938,,0.03
486,0.0393,0.0019,,,0.3308,,0.9708,0.3708,0.1828,0.0015,0.5204,0.7082,0.013,,0.9963,,0.03
487,0.0432,0.0021,,,0.3381,,0.9641,0.3758,0.1883,0.002,0.506,0.7408,0.0134,,0.9988,,0.03
488,0.052,0.0023,,,0.3527,,0.9573,0.3809,0.1956,0.0014,0.4927,0.7733,0.0137,,0.9999,,0.03
489,0.0634,0.0025,,,0.3688,,0.9493,0.3848,0.2021,0.0007,0.4783,0.8061,0.0143,,1,,0.03
490,0.077,0.0027,,,0.3825,,0.9413,0.3904,0.21,0.001,0.4625,0.8364,0.0148,,0.9992,,0.03
491,0.0939,0.0031,,,0.4005,,0.9333,0.3955,0.2187,0.0006,0.448,0.8713,0.0153,,0.9958,,0.03
492,0.1132,0.0035,,,0.4188,,0.9253,0.4019,0.2254,0.0011,0.4327,0.8986,0.0159,,0.9927,,0.03
493,0.1341,0.0039,,,0.4354,,0.9193,0.4116,0.2339,0.001,0.4186,0.9259,0.0165,,0.9897,,0.03
494,0.1592,0.0047,,,0.4513,,0.9132,0.4199,0.2452,0.0007,0.4064,0.9502,0.0171,,0.9859,,0.03
495,0.1902,0.0055,,,0.4651,,0.9073,0.4316,0.2565,0.0006,0.3954,0.9703,0.0178,,0.9846,,0.03
496,0.2255,0.0065,,,0.4846,,0.9013,0.4468,0.2692,0.0006,0.382,0.9847,0.0184,,0.9835,,0.03
497,0.2639,0.0078,,,0.5036,,0.8937,0.4595,0.2824,0.0006,0.3697,0.9969,0.0191,,0.9814,,0.03
498,0.3043,0.0092,,,0.5252,,0.8861,0.4795,0.2961,0.0006,0.3575,1,0.02,,0.9791,,0.03
499,0.3479,0.0114,,,0.5506,,0.8761,0.5012,0.3114,0.0006,0.3453,0.9989,0.0208,,0.9757,,0.03
